FechaPublicacion,Fecha,CodigoLinea,NombreLinea,CodigoOperador,FPO,Sistema,Tension,Longitud,ParticipacionLineaNivelTension,ParticipacionLineaTotal,LongitudNivelTension,LongitudTotal,CodigoSubAreaOperativa,CodigoAreaOperativa,CodigoSubestacionOrigen,CodigoAreaOperativaOrigen,CodigoSubAreaOperativaOrigen,CodigoSubestacionDestino,CodigoAreaOperativaDestino,CodigoSubAreaOperativaDestino,CodigoDuracion
2024-12-31,2024-12-31,Lin1397,CHINU - MONTERIA (ISA) 1 230 kV,Cia5844,2018-12-27,Uso STN,230.0,65.49,0.006,0.0022,10999.56,30375.9,Are0021,Are0127,Sub0054,Are0127,Are0021,Sub0759,Are0127,Are0021,P1D
2024-12-31,2024-12-31,Lin1272,LA MOJANA - SAN MARCOS (SUCRE) 1 110 kV,Cia6067,2014-03-07,Uso STR,110.0,46.75,0.0121,0.0015,3862.77,30375.9,Are0021,Are0127,Sub0400,Are0127,Are0021,Sub0710,Are0127,Are0021,P1D
2024-12-31,2024-12-31,Lin0817,CHINU - COVEÑAS 1 110 kV,Cia6067,1999-09-08,Uso STR,110.0,45.0,0.0116,0.0015,3862.77,30375.9,Are0021,Are0127,Sub0054,Are0127,Are0021,Sub0376,Are0127,Are0021,P1D
2024-12-31,2024-12-31,Lin0814,COVEÑAS - TOLUVIEJO 1 110 kV,Cia6067,1967-01-01,Uso STR,110.0,26.9,0.007,0.0009,3862.77,30375.9,Are0021,Are0127,Sub0208,Are0127,Are0021,Sub0376,Are0127,Are0021,P1D
2024-12-31,2024-12-31,Lin0715,EL CARMEN - ZAMBRANO 1 66 kV,Cia6067,2012-03-12,Uso STR,66.0,32.67,0.101,0.0011,323.59,30375.9,Are0021,Are0127,Sub0322,Are0127,Are0021,Sub0342,Are0127,Are0021,P1D
2024-12-31,2024-12-31,Lin1528,CHINU - SAHAGUN 1 500 kV,Cia5844,2022-08-06,Uso STN,500.0,53.0,0.0138,0.0017,3833.09,30375.9,Are0021,Are0127,Sub0054,Are0127,Are0021,Sub0813,Are0127,Are0021,P1D
2024-12-31,2024-12-31,Lin0806,APARTADO - URABA 1 110 kV,Cia0021,1999-01-01,Uso STR,110.0,22.0,0.0057,0.0007,3862.77,30375.9,Are0021,Are0127,Sub0007,Are0127,Are0021,Sub0372,Are0127,Are0021,P1D
2024-12-31,2024-12-31,Lin0015,APARTADO - CAUCHERAS 1 110 kV,Cia0021,2004-12-03,Uso STR,110.0,67.94,0.0176,0.0022,3862.77,30375.9,Are0021,Are0127,Sub0050,Are0127,Are0021,Sub0372,Are0127,Are0021,P1D
2024-12-31,2024-12-31,Lin1554,APARTADO - NUEVA COLONIA 1 110 kV,Cia0021,2023-03-31,Uso STR,110.0,18.3,0.0047,0.0006,3862.77,30375.9,Are0021,Are0127,Sub0372,Are0127,Are0021,Sub0823,Are0127,Are0021,P1D
2024-12-31,2024-12-31,Lin0818,EL CARMEN - TOLUVIEJO 1 110 kV,Cia6067,1998-01-01,Uso STR,110.0,58.6,0.0152,0.0019,3862.77,30375.9,Are0021,Are0127,Sub0208,Are0127,Are0021,Sub0322,Are0127,Are0021,P1D
2024-12-31,2024-12-31,Lin1359,NUEVA MONTERIA - RIO SINU 1 110 kV,Cia6067,2017-12-28,Uso STR,110.0,13.4,0.0035,0.0004,3862.77,30375.9,Are0021,Are0127,Sub0390,Are0127,Are0021,Sub0738,Are0127,Are0021,P1D
2024-12-31,2024-12-31,Lin1357,MONTERIA - NUEVA MONTERIA 2 110 kV,Cia6067,2017-12-28,Uso STR,110.0,2.6,0.0007,0.0001,3862.77,30375.9,Are0021,Are0127,Sub0135,Are0127,Are0021,Sub0738,Are0127,Are0021,P1D
2024-12-31,2024-12-31,Lin1356,MONTERIA - NUEVA MONTERIA 1 110 kV,Cia6067,2017-12-28,Uso STR,110.0,1.31,0.0003,0.0,3862.77,30375.9,Are0021,Are0127,Sub0135,Are0127,Are0021,Sub0738,Are0127,Are0021,P1D
2024-12-31,2024-12-31,Lin0819,CHINU - SAN MARCOS (SUCRE) 1 110 kV,Cia6067,1998-01-01,Uso STR,110.0,66.0,0.0171,0.0022,3862.77,30375.9,Are0021,Are0127,Sub0054,Are0127,Are0021,Sub0400,Are0127,Are0021,P1D
2024-12-31,2024-12-31,Lin1532,CHINU - EL COPEY 1 500 kV,Cia5844,2022-07-30,Uso STN,500.0,232.57,0.0607,0.0077,3833.09,30375.9,Are0021,Are0127,Sub0054,Are0127,Are0021,Sub0065,Are0127,Are0021,P1D
2024-12-31,2024-12-31,Lin0133,CHINU - CHINU PLANTA 1 110 kV,Cia6067,2001-01-01,Uso STR,110.0,0.8,0.0002,0.0,3862.77,30375.9,Are0021,Are0127,Sub0053,Are0127,Are0021,Sub0054,Are0127,Are0021,P1D
2024-12-31,2024-12-31,Lin0075,BOSTON - CHINU 1 110 kV,Cia6067,2019-10-21,Uso STR,110.0,21.6,0.0056,0.0007,3862.77,30375.9,Are0021,Are0127,Sub0026,Are0127,Are0021,Sub0054,Are0127,Are0021,P1D
2024-12-31,2024-12-31,Lin0884,BOSTON - CHINU 2 110 kV,Cia6067,1982-01-01,Uso STR,110.0,21.6,0.0056,0.0007,3862.77,30375.9,Are0021,Are0127,Sub0026,Are0127,Are0021,Sub0054,Are0127,Are0021,P1D
2024-12-31,2024-12-31,Lin1052,CERROMATOSO - CHINU 2 500 kV,Cia5844,1999-09-06,Uso STN,500.0,132.26,0.0345,0.0044,3833.09,30375.9,Are0021,Are0127,Sub0049,Are0127,Are0021,Sub0054,Are0127,Are0021,P1D
2024-12-31,2024-12-31,Lin1054,CERROMATOSO - URRA 2 230 kV,Cia5844,1984-01-01,Uso STN,230.0,84.64,0.0077,0.0028,10999.56,30375.9,Are0021,Are0127,Sub0248,Are0127,Are0021,Sub0793,Are0127,Are0021,P1D
2024-12-31,2024-12-31,Lin1053,CERROMATOSO - URRA 1 230 kV,Cia5844,1992-11-17,Uso STN,230.0,84.61,0.0077,0.0028,10999.56,30375.9,Are0021,Are0127,Sub0248,Are0127,Are0021,Sub0793,Are0127,Are0021,P1D
2024-12-31,2024-12-31,Lin0975,TIERRALTA - URRA 1 110 kV,Cia6067,2002-11-23,Uso STR,110.0,26.25,0.0068,0.0009,3862.77,30375.9,Are0021,Are0127,Sub0248,Are0127,Are0021,Sub0388,Are0127,Are0021,P1D
2024-12-31,2024-12-31,Lin0816,MAGANGUE - SINCE 1 110 kV,Cia6067,1999-09-08,Uso STR,110.0,41.0,0.0106,0.0013,3862.77,30375.9,Are0021,Are0127,Sub0196,Are0127,Are0021,Sub0253,Are0127,Are0021,P1D
2024-12-31,2024-12-31,Lin1576,BOLIVAR - TOLUVIEJO 1 220 kV,Cia0017,2024-12-21,Uso STN,220.0,114.38,0.0414,0.0038,2762.78,30375.9,Are0021,Are0127,Sub0087,Are0127,Are0021,Sub0208,Are0127,Are0021,P1D
2024-12-31,2024-12-31,Lin1572,CHINU - TOLUVIEJO 1 230 kV,Cia0017,2024-06-05,Uso STN,230.0,40.89,0.0037,0.0013,10999.56,30375.9,Are0021,Are0127,Sub0054,Are0127,Are0021,Sub0208,Are0127,Are0021,P1D
2024-12-31,2024-12-31,Lin1400,CERETE - NUEVA MONTERIA 1 110 kV,Cia6067,2019-01-23,Uso STR,110.0,22.91,0.0059,0.0008,3862.77,30375.9,Are0021,Are0127,Sub0738,Are0127,Are0021,Sub0761,Are0127,Are0021,P1D
2024-12-31,2024-12-31,Lin1401,CERETE - CHINU 1 110 kV,Cia6067,2019-01-23,Uso STR,110.0,56.11,0.0145,0.0018,3862.77,30375.9,Are0021,Are0127,Sub0054,Are0127,Are0021,Sub0761,Are0127,Are0021,P1D
2024-12-31,2024-12-31,Lin0976,GUATAPE - VARIANTE 1 230 kV,Cia5844,2002-12-01,Uso STN,230.0,13.3,0.0012,0.0004,10999.56,30375.9,Are0015,Are0002,Sub0098,Are0002,Are0015,,,,P1D
2024-12-31,2024-12-31,Lin0977,GUATAPE - VARIANTE 2 230 kV,Cia5844,2002-12-01,Uso STN,230.0,13.31,0.0012,0.0004,10999.56,30375.9,Are0015,Are0002,Sub0098,Are0002,Are0015,,,,P1D
2024-12-31,2024-12-31,Lin1175,HISPANIA - THISPANIA 1 110 kV,Cia0021,2009-06-23,Uso STR,110.0,18.7,0.0048,0.0006,3862.77,30375.9,Are0015,Are0002,Sub0269,Are0002,Are0015,,,,P1D
2024-12-31,2024-12-31,Lin1173,AMAGA - THISPANIA 1 110 kV,Cia0021,2009-06-23,Uso STR,110.0,21.4,0.0055,0.0007,3862.77,30375.9,Are0015,Are0002,Sub0251,Are0002,Are0015,,,,P1D
2024-12-31,2024-12-31,Lin1174,BOLOMBOLO - THISPANIA 1 110 kV,Cia0021,2009-06-23,Uso STR,110.0,4.1,0.0011,0.0001,3862.77,30375.9,Are0015,Are0002,Sub0252,Are0002,Are0015,,,,P1D
2024-12-31,2024-12-31,Lin0535, PUERTO INMARCO - PUERTO NARE 1 110 kV,Cia0021,1979-01-01,Uso STR,110.0,10.2,0.0026,0.0003,3862.77,30375.9,Are0015,Are0002,Sub0272,Are0002,Are0015,,,,P1D
2024-12-31,2024-12-31,Lin1234,RIO CORDOBA - TPUERTO NUEVO 1 110 kV,Cia6640,2013-07-01,Uso STR,110.0,2.95,0.0008,0.0001,3862.77,30375.9,Are0015,Are0002,Sub0741,Are0127,Are0015,,,,P1D
2024-12-31,2024-12-31,Lin1475,BOSCONIA -TBOSCONIA 1 115 KV,Cia6105,1984-09-01,Uso STR,115.0,1.04,0.0001,0.0,8534.36,30375.9,Are0131,Are0012,Sub0789,Are0012,Are0131,,,,P1D
2024-12-31,2024-12-31,Lin1491,PRINCIPAL (BUCARAMANGA) - TBOSCONIA 1 115 KV,Cia0011,2020-12-29,Uso STR,115.0,3.054,0.0004,0.0001,8534.36,30375.9,Are0131,Are0012,Sub0795,Are0012,Are0131,,,,P1D
2024-12-31,2024-12-31,Lin1495,CONUCO - TBOSCONIA 1 115 KV,Cia0011,2021-03-01,Uso STR,115.0,9.516,0.0011,0.0003,8534.36,30375.9,Are0131,Are0012,Sub0798,Are0012,Are0131,,,,P1D
2024-12-31,2024-12-31,Lin1235,GAIRA - TPUERTO NUEVO 1 110 kV,Cia6640,2013-07-01,Uso STR,110.0,20.55,0.0053,0.0007,3862.77,30375.9,Are0025,Are0127,Sub0606,Are0127,Are0025,,,,P1D
2024-12-31,2024-12-31,Lin1236,PUERTO NUEVO - TPUERTO NUEVO 1 110 kV,Cia6640,2013-07-01,Uso STR,110.0,0.37,0.0001,0.0,3862.77,30375.9,Are0018,Are0127,Sub0697,Are0127,Are0018,,,,P1D
2024-12-31,2024-12-31,Lin1186,GAMBOTE - TCALAMAR 1 66 kV,Cia6067,2012-03-12,Uso STR,66.0,36.0,0.1113,0.0012,323.59,30375.9,Are0018,Are0127,Sub0325,Are0127,Are0018,,,,P1D
2024-12-31,2024-12-31,Lin0897,CABAÑA (CAUCA) - PROPAL 1 115 kV,Cia0631,2001-01-01,Uso STR,115.0,0.74,0.0001,0.0,8534.36,30375.9,Are0019,Are0128,Sub0460,Are0128,Are0019,,,,P1D
2024-12-31,2024-12-31,Lin0568,JUANCHITO - JUANCHITO (EPSA) 2 115 kV,Cia0017,1998-01-01,Uso STR,115.0,2.33,0.0003,0.0001,8534.36,30375.9,Are0032,Are0128,Sub0108,Are0128,Are0032,,,,P1D
2024-12-31,2024-12-31,Lin0567,JUANCHITO - JUANCHITO (EPSA) 1 115 kV,Cia0017,1998-04-21,Uso STR,115.0,2.33,0.0003,0.0001,8534.36,30375.9,Are0032,Are0128,Sub0108,Are0128,Are0032,,,,P1D
2024-12-31,2024-12-31,Lin0903,CARTAGO - TPAPELES NACIONALES 1 115 kV,Cia0002,2000-01-01,Uso STR,115.0,4.2966,0.0005,0.0001,8534.36,30375.9,Are0032,Are0128,Sub0040,Are0128,Are0032,,,,P1D
2024-12-31,2024-12-31,Lin0524,PELDAR - TPELDAR 1 115 kV,Cia0013,2001-01-01,Uso STR,115.0,2.43,0.0003,0.0001,8534.36,30375.9,Are0017,Are0056,Sub0285,Are0056,Are0017,,,,P1D
2024-12-31,2024-12-31,Lin0525,TPELDAR - UBATE 1 115 kV,Cia0013,2001-01-01,Uso STR,115.0,30.57,0.0036,0.001,8534.36,30375.9,Are0017,Are0056,Sub0286,Are0056,Are0017,,,,P1D
2024-12-31,2024-12-31,Lin1375,GRAN SABANA - T_LEONA 1 115 KV,Cia0013,2018-06-24,Uso STR,115.0,1.68,0.0002,0.0001,8534.36,30375.9,Are0017,Are0056,Sub0747,Are0056,Are0017,,,,P1D
2024-12-31,2024-12-31,Lin0526,TPELDAR - ZIPAQUIRA 1 115 kV,Cia0013,1990-01-01,Uso STR,115.0,8.62,0.001,0.0003,8534.36,30375.9,Are0017,Are0056,Sub0231,Are0056,Are0017,,,,P1D
2024-12-31,2024-12-31,Lin0996,GUAVIO SUBT DUCTO - GUAVIO 2 230 kV,Cia0013,1980-01-01,Uso STN,230.0,0.53,0.0,0.0,10999.56,30375.9,Are0017,Are0056,Sub0099,Are0056,Are0017,,,,P1D
2024-12-31,2024-12-31,Lin0965,GUAVIO SUBT DUCTO - GUAVIO 1 230 kV,Cia0013,2002-01-31,Uso STN,230.0,0.55,0.0001,0.0,10999.56,30375.9,Are0017,Are0056,Sub0099,Are0056,Are0017,,,,P1D
2024-12-31,2024-12-31,Lin0518,BOSA - PAVCO 1 115 kV,Cia0013,1983-01-01,Uso STR,115.0,1.13,0.0001,0.0,8534.36,30375.9,Are0017,Are0056,Sub0024,Are0056,Are0017,,,,P1D
2024-12-31,2024-12-31,Lin1316,EL QUIMBO - TESALIA 1 230 kV,Cia0013,2015-11-16,Uso STN,230.0,2.69,0.0002,0.0001,10999.56,30375.9,Are0031,Are0128,Sub0719,Are0128,Are0031,,,,P1D
2024-12-31,2024-12-31,Lin0266,JAMONDINO - PASTO 1 115 kV,Cia0004,1992-01-01,Uso STR,115.0,6.0,0.0007,0.0002,8534.36,30375.9,Are0019,Are0128,Sub0107,Are0128,Are0019,Sub0154,Are0128,Are0019,P1D
2024-12-31,2024-12-31,Lin0118,CATAMBUCO - PASTO 1 115 kV,Cia0004,1992-01-01,Uso STR,115.0,12.0,0.0014,0.0004,8534.36,30375.9,Are0019,Are0128,Sub0043,Are0128,Are0019,Sub0154,Are0128,Are0019,P1D
2024-12-31,2024-12-31,Lin1291,BETANIA - TESALIA 1 230 kV,Cia0015,2014-12-17,Uso STN,230.0,35.74,0.0032,0.0012,10999.56,30375.9,Are0019,Are0128,Sub0021,Are0128,Are0019,Sub0719,Are0128,Are0019,P1D
2024-12-31,2024-12-31,Lin1292,JAMONDINO - TESALIA 1 230 kV,Cia0015,2014-12-17,Uso STN,230.0,263.12,0.0239,0.0087,10999.56,30375.9,Are0019,Are0128,Sub0107,Are0128,Are0019,Sub0719,Are0128,Are0019,P1D
2024-12-31,2024-12-31,Lin1205,JAMUNDI - SANTANDER 1 115 kV,Cia0631,2011-06-30,Uso STR,115.0,31.83,0.0037,0.001,8534.36,30375.9,Are0019,Are0128,Sub0194,Are0128,Are0019,Sub0687,Are0128,Are0019,P1D
2024-12-31,2024-12-31,Lin1204,JAMUNDI - PANCE 1 115 kV,Cia0631,2011-06-30,Uso STR,115.0,11.27,0.0013,0.0004,8534.36,30375.9,Are0019,Are0128,Sub0151,Are0128,Are0019,Sub0687,Are0128,Are0019,P1D
2024-12-31,2024-12-31,Lin0334,PANCE - SANTANDER 2 115 kV,Cia0631,1973-01-01,Uso STR,115.0,43.1,0.0051,0.0014,8534.36,30375.9,Are0019,Are0128,Sub0151,Are0128,Are0019,Sub0194,Are0128,Are0019,P1D
2024-12-31,2024-12-31,Lin0475,SAN BERNARDINO - SANTANDER 2 115 kV,Cia0631,1989-01-01,Uso STR,115.0,62.0,0.0073,0.002,8534.36,30375.9,Are0019,Are0128,Sub0181,Are0128,Are0019,Sub0194,Are0128,Are0019,P1D
2024-12-31,2024-12-31,Lin0379,SAN BERNARDINO - SANTANDER 1 115 kV,Cia0631,1973-01-01,Uso STR,115.0,62.0,0.0073,0.002,8534.36,30375.9,Are0019,Are0128,Sub0181,Are0128,Are0019,Sub0194,Are0128,Are0019,P1D
2024-12-31,2024-12-31,Lin0380,CABAÑA (CAUCA) - SANTANDER 1 115 kV,Cia0631,1989-01-01,Uso STR,115.0,24.5,0.0029,0.0008,8534.36,30375.9,Are0019,Are0128,Sub0194,Are0128,Are0019,Sub0460,Are0128,Are0019,P1D
2024-12-31,2024-12-31,Lin1096,JUANCHITO - PAEZ 1 230 kV,Cia5844,1971-01-01,Uso STN,230.0,35.19,0.0032,0.0012,10999.56,30375.9,Are0019,Are0128,Sub0108,Are0128,Are0019,Sub0370,Are0128,Are0019,P1D
2024-12-31,2024-12-31,Lin1090,PAEZ - SAN BERNARDINO 1 230 kV,Cia5844,1986-07-27,Uso STN,230.0,117.97,0.0107,0.0039,10999.56,30375.9,Are0019,Are0128,Sub0181,Are0128,Are0019,Sub0370,Are0128,Are0019,P1D
2024-12-31,2024-12-31,Lin0363,JAMONDINO - MOCOA (JUNIN) 1 230 kV,Cia0015,2007-12-06,Uso STN,230.0,75.16,0.0068,0.0025,10999.56,30375.9,Are0019,Are0128,Sub0107,Are0128,Are0019,Sub0404,Are0128,Are0019,P1D
2024-12-31,2024-12-31,Lin0117,CATAMBUCO - JAMONDINO 1 115 kV,Cia0004,1992-01-01,Uso STR,115.0,26.5,0.0031,0.0009,8534.36,30375.9,Are0019,Are0128,Sub0043,Are0128,Are0019,Sub0107,Are0128,Are0019,P1D
2024-12-31,2024-12-31,Lin0263,JAMONDINO - PANAMERICANA 1 115 kV,Cia0004,1992-01-01,Uso STR,115.0,57.0,0.0067,0.0019,8534.36,30375.9,Are0019,Are0128,Sub0104,Are0128,Are0019,Sub0107,Are0128,Are0019,P1D
2024-12-31,2024-12-31,Lin0342,EL ZAQUE - PRINCIPAL (POPAYAN) 1 115 kV,Cia0631,1969-01-01,Uso STR,115.0,70.0,0.0082,0.0023,8534.36,30375.9,Are0019,Are0128,Sub0080,Are0128,Are0019,Sub0159,Are0128,Are0019,P1D
2024-12-31,2024-12-31,Lin1373,GUAPI - OLAYA HERRERA 1 115 kV,Cia0004,2019-08-24,Uso STR,115.0,62.05,0.0073,0.002,8534.36,30375.9,Are0019,Are0128,Sub0745,Are0128,Are0019,Sub0746,Are0128,Are0019,P1D
2024-12-31,2024-12-31,Lin1372,GUAPI - SAN BERNARDINO 1 115 kV,Cia0004,2019-08-24,Uso STR,115.0,155.36,0.0182,0.0051,8534.36,30375.9,Are0019,Are0128,Sub0181,Are0128,Are0019,Sub0745,Are0128,Are0019,P1D
2024-12-31,2024-12-31,Lin1404,PASTO - SAN MARTIN 1 115 kV,Cia0004,2019-01-29,Uso STR,115.0,41.0,0.0048,0.0013,8534.36,30375.9,Are0019,Are0128,Sub0154,Are0128,Are0019,Sub0762,Are0128,Are0019,P1D
2024-12-31,2024-12-31,Lin1406,RIO MAYO - SAN MARTIN 1 115 kV,Cia0004,2019-01-29,Uso STR,115.0,15.0,0.0018,0.0005,8534.36,30375.9,Are0019,Are0128,Sub0168,Are0128,Are0019,Sub0762,Are0128,Are0019,P1D
2024-12-31,2024-12-31,Lin1407,EL ZAQUE - SAN MARTIN 1 115 kV,Cia0004,2019-01-29,Uso STR,115.0,64.0,0.0075,0.0021,8534.36,30375.9,Are0019,Are0128,Sub0080,Are0128,Are0019,Sub0762,Are0128,Are0019,P1D
2024-12-31,2024-12-31,Lin1405,CATAMBUCO - SAN MARTIN 1 115 kV,Cia0004,2019-01-29,Uso STR,115.0,48.0,0.0056,0.0016,8534.36,30375.9,Are0019,Are0128,Sub0043,Are0128,Are0019,Sub0762,Are0128,Are0019,P1D
2024-12-31,2024-12-31,Lin1391,JARDINERA - JUNIN (NARIÑO) 1 115 kV,Cia0004,2018-10-31,Uso STR,115.0,67.0,0.0079,0.0022,8534.36,30375.9,Are0019,Are0128,Sub0109,Are0128,Are0019,Sub0756,Are0128,Are0019,P1D
2024-12-31,2024-12-31,Lin1390,JAMONDINO - JARDINERA 1 115 kV,Cia0004,2018-10-31,Uso STR,115.0,47.0,0.0055,0.0015,8534.36,30375.9,Are0019,Are0128,Sub0107,Are0128,Are0019,Sub0756,Are0128,Are0019,P1D
2024-12-31,2024-12-31,Lin1589,JARDINERA - PANAMERICANA 1 115 kV,Cia0004,2023-11-19,Uso STR,115.0,30.0,0.0035,0.001,8534.36,30375.9,Are0019,Are0128,Sub0104,Are0128,Are0019,Sub0756,Are0128,Are0019,P1D
2024-12-31,2024-12-31,Lin0985,BUCHELY - JUNIN (NARIÑO) 1 115 kV,Cia0004,2003-03-01,Uso STR,115.0,85.0,0.01,0.0028,8534.36,30375.9,Are0019,Are0128,Sub0109,Are0128,Are0019,Sub0421,Are0128,Are0019,P1D
2024-12-31,2024-12-31,Lin1266,ALFEREZ (EEB) - SAN BERNARDINO 1 230 kV,Cia5844,2014-01-24,Uso STN,230.0,101.03,0.0092,0.0033,10999.56,30375.9,Are0019,Are0128,Sub0181,Are0128,Are0019,Sub0707,Are0128,Are0019,P1D
2024-12-31,2024-12-31,Lin1086,BETANIA - SAN BERNARDINO 1 230 kV,Cia5844,1989-01-01,Uso STN,230.0,143.96,0.0131,0.0047,10999.56,30375.9,Are0019,Are0128,Sub0021,Are0128,Are0019,Sub0181,Are0128,Are0019,P1D
2024-12-31,2024-12-31,Lin1087,BETANIA - SAN BERNARDINO 2 230 kV,Cia5844,1989-01-01,Uso STN,230.0,143.96,0.0131,0.0047,10999.56,30375.9,Are0019,Are0128,Sub0021,Are0128,Are0019,Sub0181,Are0128,Are0019,P1D
2024-12-31,2024-12-31,Lin1088,JAMONDINO - SAN BERNARDINO 1 230 kV,Cia5844,1998-12-31,Uso STN,230.0,189.05,0.0172,0.0062,10999.56,30375.9,Are0019,Are0128,Sub0107,Are0128,Are0019,Sub0181,Are0128,Are0019,P1D
2024-12-31,2024-12-31,Lin1089,JAMONDINO - SAN BERNARDINO 2 230 kV,Cia5844,1990-08-04,Uso STN,230.0,189.05,0.0172,0.0062,10999.56,30375.9,Are0019,Are0128,Sub0107,Are0128,Are0019,Sub0181,Are0128,Are0019,P1D
2024-12-31,2024-12-31,Lin0345,PRINCIPAL (POPAYAN) - SAN BERNARDINO 2 115 kV,Cia0631,1985-01-01,Uso STR,115.0,17.0,0.002,0.0006,8534.36,30375.9,Are0019,Are0128,Sub0159,Are0128,Are0019,Sub0181,Are0128,Are0019,P1D
2024-12-31,2024-12-31,Lin0344,PRINCIPAL (POPAYAN) - SAN BERNARDINO 1 115 kV,Cia0631,1985-01-01,Uso STR,115.0,17.0,0.002,0.0006,8534.36,30375.9,Are0019,Are0128,Sub0159,Are0128,Are0019,Sub0181,Are0128,Are0019,P1D
2024-12-31,2024-12-31,Lin1503,JAMONDINO - PIMAMPIRO 3 230 KV,Cia0015,2021-07-11,Uso STN,230.0,132.03,0.012,0.0043,10999.56,30375.9,Are0019,Are0128,Sub0107,Are0128,Are0019,Sub0803,Are0064,Are0019,P1D
2024-12-31,2024-12-31,Lin1504,JAMONDINO - PIMAMPIRO 4 230 KV,Cia0015,2021-07-11,Uso STN,230.0,132.03,0.012,0.0043,10999.56,30375.9,Are0019,Are0128,Sub0107,Are0128,Are0019,Sub0803,Are0064,Are0019,P1D
2024-12-31,2024-12-31,Lin1501,JAMONDINO - PIMAMPIRO 1 230 KV,Cia5844,2021-07-25,Uso STN,230.0,138.71,0.0126,0.0046,10999.56,30375.9,Are0019,Are0128,Sub0107,Are0128,Are0019,Sub0803,Are0064,Are0019,P1D
2024-12-31,2024-12-31,Lin1502,JAMONDINO - PIMAMPIRO 2 230 KV,Cia5844,2021-07-25,Uso STN,230.0,138.71,0.0126,0.0046,10999.56,30375.9,Are0019,Are0128,Sub0107,Are0128,Are0019,Sub0803,Are0064,Are0019,P1D
2024-12-31,2024-12-31,Lin1097,PANAMERICANA - TULCAN 1 138 kV,Cia5844,1995-01-01,Uso STN,138.0,15.49,1.0,0.0005,15.49,30375.9,Are0019,Are0128,Sub0104,Are0128,Are0019,Sub0316,Are0064,Are0019,P1D
2024-12-31,2024-12-31,Lin0957,ALTAMIRA - PITALITO 1 115 kV,Cia0062,2001-08-31,Uso STR,115.0,40.0,0.0047,0.0013,8534.36,30375.9,Are0026,Are0128,Sub0002,Are0128,Are0026,Sub0601,Are0128,Are0026,P1D
2024-12-31,2024-12-31,Lin0362,ALTAMIRA - RENACER 1 230 kV,Cia0015,2007-11-27,Uso STN,230.0,144.52,0.0131,0.0048,10999.56,30375.9,Are0026,Are0128,Sub0002,Are0128,Are0026,Sub0796,Are0128,Are0026,P1D
2024-12-31,2024-12-31,Lin1293,ALTAMIRA - TESALIA 1 230 kV,Cia0015,2014-12-17,Uso STN,230.0,49.7,0.0045,0.0016,10999.56,30375.9,Are0026,Are0128,Sub0002,Are0128,Are0026,Sub0719,Are0128,Are0026,P1D
2024-12-31,2024-12-31,Lin0450,ALTAMIRA - CENTRO (FLORENCIA) 1 115 kV,Cia0058,1997-04-06,Uso STR,115.0,54.5,0.0064,0.0018,8534.36,30375.9,Are0026,Are0128,Sub0002,Are0128,Are0026,Sub0085,Are0128,Are0026,P1D
2024-12-31,2024-12-31,Lin0361,ALTAMIRA - BETANIA 1 230 kV,Cia0015,2007-11-27,Uso STN,230.0,82.59,0.0075,0.0027,10999.56,30375.9,Are0026,Are0128,Sub0002,Are0128,Are0026,Sub0021,Are0128,Are0026,P1D
2024-12-31,2024-12-31,Lin0062,BETANIA - HOBO 1 115 kV,Cia0062,1993-01-01,Uso STR,115.0,20.0,0.0023,0.0007,8534.36,30375.9,Are0026,Are0128,Sub0021,Are0128,Are0026,Sub0101,Are0128,Are0026,P1D
2024-12-31,2024-12-31,Lin0006,ALTAMIRA - HOBO 1 115 kV,Cia0062,1974-01-01,Uso STR,115.0,65.0,0.0076,0.0021,8534.36,30375.9,Are0026,Are0128,Sub0002,Are0128,Are0026,Sub0101,Are0128,Are0026,P1D
2024-12-31,2024-12-31,Lin0175,CENTRO (FLORENCIA) - DONCELLO 1 115 kV,Cia0058,1986-01-01,Uso STR,115.0,57.0,0.0067,0.0019,8534.36,30375.9,Are0026,Are0128,Sub0085,Are0128,Are0026,Sub0636,Are0128,Are0026,P1D
2024-12-31,2024-12-31,Lin0487,MAGANGUE - MOMPOX 1 110 kV,Cia6067,2001-01-01,Uso STR,110.0,45.0,0.0116,0.0015,3862.77,30375.9,Are0021,Are0127,Sub0253,Are0127,Are0021,Sub0265,Are0127,Are0021,P1D
2024-12-31,2024-12-31,Lin0800,BOSTON - SIERRA FLOR 1 110 kV,Cia6067,1999-02-09,Uso STR,110.0,8.02,0.0021,0.0003,3862.77,30375.9,Are0021,Are0127,Sub0026,Are0127,Are0021,Sub0377,Are0127,Are0021,P1D
2024-12-31,2024-12-31,Lin0801,SIERRA FLOR - TOLUVIEJO 1 110 kV,Cia6067,1999-09-02,Uso STR,110.0,17.8,0.0046,0.0006,3862.77,30375.9,Are0021,Are0127,Sub0208,Are0127,Are0021,Sub0377,Are0127,Are0021,P1D
2024-12-31,2024-12-31,Lin1059,URABA - URRA 1 230 kV,Cia5844,1992-01-01,Uso STN,230.0,51.12,0.0046,0.0017,10999.56,30375.9,Are0021,Are0127,Sub0007,Are0127,Are0021,Sub0248,Are0127,Are0021,P1D
2024-12-31,2024-12-31,Lin0815,CHINU - SINCE 1 110 kV,Cia6067,1997-01-01,Uso STR,110.0,37.9,0.0098,0.0012,3862.77,30375.9,Are0021,Are0127,Sub0054,Are0127,Are0021,Sub0196,Are0127,Are0021,P1D
