FechaPublicacion,Fecha,CodigoLinea,NombreLinea,CodigoOperador,FPO,Sistema,Tension,Longitud,ParticipacionLineaNivelTension,ParticipacionLineaTotal,LongitudNivelTension,LongitudTotal,CodigoSubAreaOperativa,CodigoAreaOperativa,CodigoSubestacionOrigen,CodigoAreaOperativaOrigen,CodigoSubAreaOperativaOrigen,CodigoSubestacionDestino,CodigoAreaOperativaDestino,CodigoSubAreaOperativaDestino,CodigoDuracion
2024-12-31,2024-12-31,Lin0007,ALTO ANCHICAYA - PANCE 1 230 kV,Cia0017,1974-01-01,Uso STN,230.0,53.91,0.0049,0.0018,10999.56,30375.9,Are0032,Are0128,Sub0003,Are0128,Are0032,Sub0151,Are0128,Are0032,P1D
2024-12-31,2024-12-31,Lin0271,JUANCHITO - PANCE 1 230 kV,Cia0017,1987-01-01,Uso STN,230.0,22.91,0.0021,0.0008,10999.56,30375.9,Are0032,Are0128,Sub0108,Are0128,Are0032,Sub0151,Are0128,Are0032,P1D
2024-12-31,2024-12-31,Lin1506,DIESEL II - JUANCHITO 1 115 kV,Cia0061,2021-10-11,Uso STR,115.0,4.386,0.0005,0.0001,8534.36,30375.9,Are0032,Are0128,Sub0108,Are0128,Are0032,Sub0801,Are0128,Are0032,P1D
2024-12-31,2024-12-31,Lin1507,DIESEL II - JUANCHITO 2 115 kV,Cia0061,2022-03-03,Uso STR,115.0,4.385,0.0005,0.0001,8534.36,30375.9,Are0032,Are0128,Sub0108,Are0128,Are0032,Sub0801,Are0128,Are0032,P1D
2024-12-31,2024-12-31,Lin1500,DIESEL II - SUR (CALI) 1 115 KV ,Cia0061,2021-06-13,Uso STR,115.0,3.26,0.0004,0.0001,8534.36,30375.9,Are0032,Are0128,Sub0800,Are0128,Are0032,Sub0801,Are0128,Are0032,P1D
2024-12-31,2024-12-31,Lin0331,SANTA BARBARA (PALMIRA) - SUCROMILES 1 115 kV,Cia0017,1991-01-01,Uso STR,115.0,2.94,0.0003,0.0001,8534.36,30375.9,Are0032,Are0128,Sub0149,Are0128,Are0032,Sub0199,Are0128,Are0032,P1D
2024-12-31,2024-12-31,Lin1111,AGUABLANCA - PAPELCAUCA 1 115 kV,Cia0017,2001-01-01,Uso STR,115.0,15.93,0.0019,0.0005,8534.36,30375.9,Are0032,Are0128,Sub0001,Are0128,Are0032,Sub0659,Are0128,Are0032,P1D
2024-12-31,2024-12-31,Lin1110,PANCE - PAPELCAUCA 1 115 kV,Cia0017,2001-01-01,Uso STR,115.0,18.15,0.0021,0.0006,8534.36,30375.9,Are0032,Are0128,Sub0151,Are0128,Are0032,Sub0659,Are0128,Are0032,P1D
2024-12-31,2024-12-31,Lin0025,BAJO ANCHICAYA - TABOR (BVENTURA) 1 115 kV,Cia0017,1966-01-01,Uso STR,115.0,35.61,0.0042,0.0012,8534.36,30375.9,Are0032,Are0128,Sub0012,Are0128,Are0032,Sub0028,Are0128,Are0032,P1D
2024-12-31,2024-12-31,Lin0026,BAJO ANCHICAYA - CHIPICHAPE 1 115 kV,Cia0017,1955-01-01,Uso STR,115.0,51.3,0.006,0.0017,8534.36,30375.9,Are0032,Are0128,Sub0012,Are0128,Are0032,Sub0055,Are0128,Are0032,P1D
2024-12-31,2024-12-31,Lin0027,BAJO ANCHICAYA - CHIPICHAPE 2 115 kV,Cia0017,1955-01-01,Uso STR,115.0,51.3,0.006,0.0017,8534.36,30375.9,Are0032,Are0128,Sub0012,Are0128,Are0032,Sub0055,Are0128,Are0032,P1D
2024-12-31,2024-12-31,Lin1499,MELENDEZ - SUR (CALI) 1 115 KV,Cia0061,2021-06-07,Uso STR,115.0,4.35,0.0005,0.0001,8534.36,30375.9,Are0032,Are0128,Sub0130,Are0128,Are0032,Sub0800,Are0128,Are0032,P1D
2024-12-31,2024-12-31,Lin0088,BUGA - TULUA 1 115 kV,Cia0017,1958-01-01,Uso STR,115.0,28.48,0.0033,0.0009,8534.36,30375.9,Are0032,Are0128,Sub0029,Are0128,Are0032,Sub0211,Are0128,Are0032,P1D
2024-12-31,2024-12-31,Lin0089,BUGA - TULUA 2 115 kV,Cia0017,1958-01-01,Uso STR,115.0,28.5,0.0033,0.0009,8534.36,30375.9,Are0032,Are0128,Sub0029,Are0128,Are0032,Sub0211,Are0128,Are0032,P1D
2024-12-31,2024-12-31,Lin1417,EL CARMELO - JUANCHITO 1 115 kV,Cia0017,2019-07-15,Uso STR,115.0,7.9,0.0009,0.0003,8534.36,30375.9,Are0032,Are0128,Sub0108,Are0128,Are0032,Sub0766,Are0128,Are0032,P1D
2024-12-31,2024-12-31,Lin1418,EL CARMELO - JUANCHITO 2 115 kV,Cia0017,2019-07-15,Uso STR,115.0,7.9,0.0009,0.0003,8534.36,30375.9,Are0032,Are0128,Sub0108,Are0128,Are0032,Sub0766,Are0128,Are0032,P1D
2024-12-31,2024-12-31,Lin1419,CANDELARIA (VALLE) - EL CARMELO 1 115 kV,Cia0017,2019-07-15,Uso STR,115.0,8.0,0.0009,0.0003,8534.36,30375.9,Are0032,Are0128,Sub0034,Are0128,Are0032,Sub0766,Are0128,Are0032,P1D
2024-12-31,2024-12-31,Lin1420,CANDELARIA (VALLE) - EL CARMELO 2 115 kV,Cia0017,2019-07-15,Uso STR,115.0,8.0,0.0009,0.0003,8534.36,30375.9,Are0032,Are0128,Sub0034,Are0128,Are0032,Sub0766,Are0128,Are0032,P1D
2024-12-31,2024-12-31,Lin1263,AGUABLANCA - ALFEREZ II 1 115 kV,Cia0017,2013-11-29,Uso STR,115.0,5.63,0.0007,0.0002,8534.36,30375.9,Are0032,Are0128,Sub0001,Are0128,Are0032,Sub0706,Are0128,Are0032,P1D
2024-12-31,2024-12-31,Lin1264,ALFEREZ II - MELENDEZ 1 115 kV,Cia0017,2013-11-29,Uso STR,115.0,4.08,0.0005,0.0001,8534.36,30375.9,Are0032,Are0128,Sub0130,Are0128,Are0032,Sub0706,Are0128,Are0032,P1D
2024-12-31,2024-12-31,Lin1230,PALMASECA - SUCROMILES 1 115 kV,Cia0017,2012-12-31,Uso STR,115.0,10.05,0.0012,0.0003,8534.36,30375.9,Are0032,Are0128,Sub0199,Are0128,Are0032,Sub0696,Are0128,Are0032,P1D
2024-12-31,2024-12-31,Lin0823,LA UNION (VALLE) - ZARZAL 1 115 kV,Cia0017,1999-12-02,Uso STR,115.0,18.05,0.0021,0.0006,8534.36,30375.9,Are0032,Are0128,Sub0230,Are0128,Are0032,Sub0402,Are0128,Are0032,P1D
2024-12-31,2024-12-31,Lin0822,CARTAGO - LA UNION (VALLE) 1 115 kV,Cia0017,1997-01-01,Uso STR,115.0,38.2,0.0045,0.0013,8534.36,30375.9,Are0032,Are0128,Sub0040,Are0128,Are0032,Sub0402,Are0128,Are0032,P1D
2024-12-31,2024-12-31,Lin1517,SAN MARCOS (VALLE) - VIJES 1 115 kV,Cia0017,2021-12-31,Uso STR,115.0,13.44,0.0016,0.0004,8534.36,30375.9,Are0032,Are0128,Sub0189,Are0128,Are0032,Sub0806,Are0128,Are0032,P1D
2024-12-31,2024-12-31,Lin1516,BUGA - VIJES 1 115 kV,Cia0017,2021-12-31,Uso STR,115.0,24.06,0.0028,0.0008,8534.36,30375.9,Are0032,Are0128,Sub0029,Are0128,Are0032,Sub0806,Are0128,Are0032,P1D
2024-12-31,2024-12-31,Lin1265,ALFEREZ (EEB) - YUMBO 1 230 kV,Cia5844,2014-01-24,Uso STN,230.0,24.535,0.0022,0.0008,10999.56,30375.9,Are0032,Are0128,Sub0227,Are0128,Are0032,Sub0707,Are0128,Are0032,P1D
2024-12-31,2024-12-31,Lin1045,NOROESTE - PURNIO 1 230 kV,Cia5844,1985-10-09,Uso STN,230.0,102.61,0.0093,0.0034,10999.56,30375.9,Are0017,Are0056,Sub0141,Are0056,Are0017,Sub0256,Are0128,Are0017,P1D
2024-12-31,2024-12-31,Lin1046,NOROESTE - PURNIO 2 230 kV,Cia5844,2001-01-01,Uso STN,230.0,102.52,0.0093,0.0034,10999.56,30375.9,Are0017,Are0056,Sub0141,Are0056,Are0017,Sub0256,Are0128,Are0017,P1D
2024-12-31,2024-12-31,Lin0074,BACATA - PRIMAVERA 1 500 kV,Cia5844,2006-12-29,Uso STN,500.0,196.92,0.0514,0.0065,3833.09,30375.9,Are0017,Are0056,Sub0083,Are0056,Are0017,Sub0245,Are0002,Are0017,P1D
2024-12-31,2024-12-31,Lin0520,EL SOL - REFISAL 1 115 kV,Cia0013,1963-01-01,Uso STR,115.0,1.49,0.0002,0.0,8534.36,30375.9,Are0017,Are0056,Sub0079,Are0056,Are0017,Sub0393,,Are0017,P1D
2024-12-31,2024-12-31,Lin0067,BACATA - TORCA 1 230 kV,Cia5844,2006-12-14,Uso STN,230.0,19.88,0.0018,0.0007,10999.56,30375.9,Are0017,Are0056,Sub0083,Are0056,Are0017,Sub0210,Are0056,Are0017,P1D
2024-12-31,2024-12-31,Lin0068,BACATA - TORCA 2 230 kV,Cia5844,2006-12-14,Uso STN,230.0,19.75,0.0018,0.0007,10999.56,30375.9,Are0017,Are0056,Sub0083,Are0056,Are0017,Sub0210,Are0056,Are0017,P1D
2024-12-31,2024-12-31,Lin1322,GUAVIO - NUEVA ESPERANZA 1 230 kV,Cia0021,2017-02-09,Uso STN,230.0,149.12,0.0136,0.0049,10999.56,30375.9,Are0017,Are0056,Sub0099,Are0056,Are0017,Sub0730,Are0056,Are0017,P1D
2024-12-31,2024-12-31,Lin1309,NUEVA ESPERANZA - PARAISO 2 230 kV,Cia0015,2016-05-30,Uso STN,230.0,15.57,0.0014,0.0005,10999.56,30375.9,Are0017,Are0056,Sub0153,Are0056,Are0017,Sub0730,Are0056,Are0017,P1D
2024-12-31,2024-12-31,Lin1308,NUEVA ESPERANZA - PARAISO 1 230 kV,Cia0015,2016-05-30,Uso STN,230.0,15.57,0.0014,0.0005,10999.56,30375.9,Are0017,Are0056,Sub0153,Are0056,Are0017,Sub0730,Are0056,Are0017,P1D
2024-12-31,2024-12-31,Lin1311,CIRCO - NUEVA ESPERANZA 1 230 kV,Cia0015,2016-05-30,Uso STN,230.0,46.16,0.0042,0.0015,10999.56,30375.9,Are0017,Are0056,Sub0058,Are0056,Are0017,Sub0730,Are0056,Are0017,P1D
2024-12-31,2024-12-31,Lin1333,LA PAZ (BOGOTA) - NUEVA ESPERANZA 1 115 KV ,Cia0013,2017-07-01,Uso STR,115.0,23.52,0.0028,0.0008,8534.36,30375.9,Are0017,Are0056,Sub0117,Are0056,Are0017,Sub0730,Are0056,Are0017,P1D
2024-12-31,2024-12-31,Lin1384,BOSA - NUEVA ESPERANZA 2 115 kV,Cia0013,1983-01-01,Uso STR,115.0,16.06,0.0019,0.0005,8534.36,30375.9,Are0017,Are0056,Sub0024,Are0056,Are0017,Sub0730,Are0056,Are0017,P1D
2024-12-31,2024-12-31,Lin1310,NUEVA ESPERANZA - SAN MATEO (BOGOTA) 1 230 kV,Cia0015,2016-05-30,Uso STN,230.0,29.41,0.0027,0.001,10999.56,30375.9,Are0017,Are0056,Sub0191,Are0056,Are0017,Sub0730,Are0056,Are0017,P1D
2024-12-31,2024-12-31,Lin0528,SIMIJACA - UBATE 1 115 kV,Cia0013,1998-02-17,Uso STR,115.0,27.195,0.0032,0.0009,8534.36,30375.9,Are0017,Are0056,Sub0286,Are0056,Are0017,Sub0288,Are0056,Are0017,P1D
2024-12-31,2024-12-31,Lin1515,CONCORDIA - SAN FACON 1 57.5 kV,Cia0013,2021-12-31,Uso STR,57.5,5.78,0.1306,0.0002,44.27,30375.9,Are0017,Are0056,Sub0063,Are0056,Are0017,Sub0611,Are0056,Are0017,P1D
2024-12-31,2024-12-31,Lin0407,SALITRE - SAN FACON 1 57.5 kV,Cia0013,2009-03-09,Uso STR,57.5,10.69,0.2415,0.0004,44.27,30375.9,Are0017,Are0056,Sub0176,Are0056,Are0017,Sub0611,Are0056,Are0017,P1D
2024-12-31,2024-12-31,Lin1160,CALLE67 - CIRCO 1 115 kV,Cia0013,2001-01-01,Uso STR,115.0,9.74,0.0011,0.0003,8534.36,30375.9,Are0017,Are0056,Sub0033,Are0056,Are0017,Sub0058,Are0056,Are0017,P1D
2024-12-31,2024-12-31,Lin1161,CALLE67 - LA PAZ (BOGOTA) 1 115 kV,Cia0013,2004-03-29,Uso STR,115.0,10.25,0.0012,0.0003,8534.36,30375.9,Are0017,Are0056,Sub0033,Are0056,Are0017,Sub0117,Are0056,Are0017,P1D
2024-12-31,2024-12-31,Lin0094,CALLE51 - CASTELLANA 1 115 kV,Cia0013,1973-01-01,Uso STR,115.0,7.69,0.0009,0.0003,8534.36,30375.9,Are0017,Are0056,Sub0032,Are0056,Are0017,Sub0041,Are0056,Are0017,P1D
2024-12-31,2024-12-31,Lin0020,AUTOPISTA - CASTELLANA 1 115 kV,Cia0013,1973-01-01,Uso STR,115.0,4.35,0.0005,0.0001,8534.36,30375.9,Are0017,Are0056,Sub0009,Are0056,Are0017,Sub0041,Are0056,Are0017,P1D
2024-12-31,2024-12-31,Lin1334,TUNAL - VERAGUAS 1 115 kV,Cia0013,2017-07-01,Uso STR,115.0,8.14,0.001,0.0003,8534.36,30375.9,Are0017,Are0056,Sub0213,Are0056,Are0017,Sub0220,Are0056,Are0017,P1D
2024-12-31,2024-12-31,Lin1623,TECHO - VERAGUAS 1 115 kV,Cia0013,2024-12-23,Uso STR,115.0,6.206,0.0007,0.0002,8534.36,30375.9,Are0017,Are0056,Sub0202,Are0056,Are0017,Sub0220,Are0056,Are0017,P1D
2024-12-31,2024-12-31,Lin0278,LA PAZ (BOGOTA) - VERAGUAS 1 115 kV,Cia0013,1954-01-01,Uso STR,115.0,6.18,0.0007,0.0002,8534.36,30375.9,Are0017,Are0056,Sub0117,Are0056,Are0017,Sub0220,Are0056,Are0017,P1D
2024-12-31,2024-12-31,Lin0312,MUZU - VERAGUAS 1 115 kV,Cia0013,1973-01-01,Uso STR,115.0,3.09,0.0004,0.0001,8534.36,30375.9,Are0017,Are0056,Sub0139,Are0056,Are0017,Sub0220,Are0056,Are0017,P1D
2024-12-31,2024-12-31,Lin0388,SAN CARLOS (BOGOTA) - VICTORIA (BOGOTA) 1 115 kV,Cia0013,1970-01-01,Uso STR,115.0,3.73,0.0004,0.0001,8534.36,30375.9,Are0017,Are0056,Sub0182,Are0056,Are0017,Sub0221,Are0056,Are0017,P1D
2024-12-31,2024-12-31,Lin0064,SAN CARLOS (BOGOTA) - VICTORIA (BOGOTA) 2 115 kV,Cia0013,2006-09-12,Uso STR,115.0,4.75,0.0006,0.0002,8534.36,30375.9,Are0017,Are0056,Sub0182,Are0056,Are0017,Sub0221,Are0056,Are0017,P1D
2024-12-31,2024-12-31,Lin0147,CIRCO - VICTORIA (BOGOTA) 1 115 kV,Cia0013,1962-01-01,Uso STR,115.0,8.79,0.001,0.0003,8534.36,30375.9,Are0017,Are0056,Sub0058,Are0056,Are0017,Sub0221,Are0056,Are0017,P1D
2024-12-31,2024-12-31,Lin0098,CAQUEZA - VICTORIA (BOGOTA) 1 115 kV,Cia0013,2001-01-01,Uso STR,115.0,24.11,0.0028,0.0008,8534.36,30375.9,Are0017,Are0056,Sub0037,Are0056,Are0017,Sub0221,Are0056,Are0017,P1D
2024-12-31,2024-12-31,Lin0999,PRADO - TENAY 1 115 kV,Cia0017,2001-01-01,Uso STR,115.0,89.0,0.0104,0.0029,8534.36,30375.9,Are0031,Are0128,Sub0160,Are0128,Are0031,Sub0623,Are0128,Are0031,P1D
2024-12-31,2024-12-31,Lin0998,EL BOTE - TENAY 1 115 kV,Cia0062,2001-01-01,Uso STR,115.0,18.0,0.0021,0.0006,8534.36,30375.9,Are0031,Are0128,Sub0140,Are0128,Are0031,Sub0623,Are0128,Are0031,P1D
2024-12-31,2024-12-31,Lin1021,BETANIA - IBAGUE 1 230 kV,Cia5844,1994-01-01,Uso STN,230.0,206.14,0.0187,0.0068,10999.56,30375.9,Are0031,Are0128,Sub0021,Are0128,Are0031,Sub0133,Are0128,Are0031,P1D
2024-12-31,2024-12-31,Lin1016,IBAGUE - LA MESA 1 230 kV,Cia5844,1976-01-01,Uso STN,230.0,86.79,0.0079,0.0029,10999.56,30375.9,Are0031,Are0128,Sub0115,Are0056,Are0031,Sub0133,Are0128,Are0031,P1D
2024-12-31,2024-12-31,Lin1017,IBAGUE - LA MESA 2 230 kV,Cia5844,1990-08-04,Uso STN,230.0,86.66,0.0079,0.0029,10999.56,30375.9,Are0031,Are0128,Sub0115,Are0056,Are0031,Sub0133,Are0128,Are0031,P1D
2024-12-31,2024-12-31,Lin0834,FLANDES - LANCEROS 1 115 kV,Cia0017,1999-12-27,Uso STR,115.0,17.33,0.002,0.0006,8534.36,30375.9,Are0031,Are0128,Sub0084,Are0128,Are0031,Sub0407,Are0128,Are0031,P1D
2024-12-31,2024-12-31,Lin1328,IBAGUE - TULUNI 1 230 kV,Cia5844,2017-03-19,Uso STN,230.0,102.5,0.0093,0.0034,10999.56,30375.9,Are0031,Are0128,Sub0133,Are0128,Are0031,Sub0729,Are0128,Are0031,P1D
2024-12-31,2024-12-31,Lin1327,BETANIA - TULUNI 1 230 kV,Cia5844,2017-03-19,Uso STN,230.0,158.09,0.0144,0.0052,10999.56,30375.9,Are0031,Are0128,Sub0021,Are0128,Are0031,Sub0729,Are0128,Are0031,P1D
2024-12-31,2024-12-31,Lin0961,NATAGAIMA - TULUNI 1 115 kV,Cia0017,2001-12-07,Uso STR,115.0,47.37,0.0056,0.0016,8534.36,30375.9,Are0031,Are0128,Sub0592,Are0128,Are0031,Sub0729,Are0128,Are0031,P1D
2024-12-31,2024-12-31,Lin0210,FLANDES - PRADO 1 115 kV,Cia0017,2001-01-01,Uso STR,115.0,59.64,0.007,0.002,8534.36,30375.9,Are0031,Are0128,Sub0084,Are0128,Are0031,Sub0160,Are0128,Are0031,P1D
2024-12-31,2024-12-31,Lin0063,BETANIA - EL BOTE 1 115 kV,Cia0062,1983-01-01,Uso STR,115.0,30.0,0.0035,0.001,8534.36,30375.9,Are0031,Are0128,Sub0021,Are0128,Are0031,Sub0140,Are0128,Are0031,P1D
2024-12-31,2024-12-31,Lin1171,BRISAS - PAPAYO 1 115 kV,Cia0017,2013-02-15,Uso STR,115.0,3.0,0.0004,0.0001,8534.36,30375.9,Are0031,Are0128,Sub0152,Are0128,Are0031,Sub0603,Are0128,Are0031,P1D
2024-12-31,2024-12-31,Lin1561,BRISAS - NUEVA CAJAMARCA (TOLIMA) 1 115 kV,Cia0017,2022-12-20,Uso STR,115.0,27.36,0.0032,0.0009,8534.36,30375.9,Are0031,Are0128,Sub0602,Are0128,Are0031,Sub0603,Are0128,Are0031,P1D
2024-12-31,2024-12-31,Lin1270,ORIENTE (HUILA)- SUR 1 115 kV,Cia0062,2014-04-07,Uso STR,115.0,8.63,0.001,0.0003,8534.36,30375.9,Are0031,Are0128,Sub0392,Are0128,Are0031,Sub0709,Are0128,Are0031,P1D
2024-12-31,2024-12-31,Lin1562,NUEVA CAJAMARCA (TOLIMA) - REGIVIT 1 115 kV,Cia0017,2022-12-20,Uso STR,115.0,28.17,0.0033,0.0009,8534.36,30375.9,Are0031,Are0128,Sub0165,Are0128,Are0031,Sub0602,Are0128,Are0031,P1D
2024-12-31,2024-12-31,Lin1307,CUCUANA - MIROLINDO 1 115 kV,Cia0017,2015-07-29,Uso STR,115.0,64.34,0.0075,0.0021,8534.36,30375.9,Are0031,Are0128,Sub0723,Are0128,Are0031,Sub0788,Are0128,Are0031,P1D
2024-12-31,2024-12-31,Lin0299,CEMEX - MIROLINDO 1 115 kV,Cia0017,2001-01-01,Uso STR,115.0,13.8,0.0016,0.0005,8534.36,30375.9,Are0031,Are0128,Sub0074,Are0128,Are0031,Sub0788,Are0128,Are0031,P1D
2024-12-31,2024-12-31,Lin0300,MIROLINDO - PAPAYO 1 115 kV,Cia0017,2001-01-01,Uso STR,115.0,4.66,0.0005,0.0002,8534.36,30375.9,Are0031,Are0128,Sub0152,Are0128,Are0031,Sub0788,Are0128,Are0031,P1D
2024-12-31,2024-12-31,Lin1242,BRISAS - MIROLINDO 1 115 kV,Cia0017,2013-02-15,Uso STR,115.0,7.3,0.0009,0.0002,8534.36,30375.9,Are0031,Are0128,Sub0603,Are0128,Are0031,Sub0788,Are0128,Are0031,P1D
2024-12-31,2024-12-31,Lin1563,BRISAS - MIROLINDO 2 115 kV,Cia0017,2023-02-22,Uso STR,115.0,7.3,0.0009,0.0002,8534.36,30375.9,Are0031,Are0128,Sub0603,Are0128,Are0031,Sub0788,Are0128,Are0031,P1D
2024-12-31,2024-12-31,Lin1559,FLANDES - NUEVA ESPINAL 2 115 kV,Cia0017,2022-12-15,Uso STR,115.0,17.3,0.002,0.0006,8534.36,30375.9,Are0031,Are0128,Sub0084,Are0128,Are0031,Sub0825,Are0128,Are0031,P1D
2024-12-31,2024-12-31,Lin1560,NUEVA ESPINAL - PRADO 2 115 kV,Cia0017,2022-12-15,Uso STR,115.0,51.0,0.006,0.0017,8534.36,30375.9,Are0031,Are0128,Sub0160,Are0128,Are0031,Sub0825,Are0128,Are0031,P1D
2024-12-31,2024-12-31,Lin1283,BETANIA - SUR 1 115 kV,Cia0062,2014-08-11,Uso STR,115.0,29.28,0.0034,0.001,8534.36,30375.9,Are0031,Are0128,Sub0021,Are0128,Are0031,Sub0392,Are0128,Are0031,P1D
2024-12-31,2024-12-31,Lin0226,FLANDES - LA GUACA 2 115 kV,Cia0017,1990-11-16,Uso STR,115.0,57.81,0.0068,0.0019,8534.36,30375.9,Are0031,Are0128,Sub0084,Are0128,Are0031,Sub0113,Are0056,Are0031,P1D
2024-12-31,2024-12-31,Lin0942,EL BOTE - NATAGAIMA 1 115 kV,Cia0062,2001-01-01,Uso STR,115.0,80.96,0.0095,0.0027,8534.36,30375.9,Are0031,Are0128,Sub0140,Are0128,Are0031,Sub0592,Are0128,Are0031,P1D
2024-12-31,2024-12-31,Lin0943,NATAGAIMA - PRADO 1 115 kV,Cia0017,1992-01-01,Uso STR,115.0,28.34,0.0033,0.0009,8534.36,30375.9,Are0031,Are0128,Sub0160,Are0128,Are0031,Sub0592,Are0128,Are0031,P1D
2024-12-31,2024-12-31,Lin1302,CEMEX - GUALANDAY 1 115 kV,Cia0017,2015-08-18,Uso STR,115.0,5.8,0.0007,0.0002,8534.36,30375.9,Are0031,Are0128,Sub0074,Are0128,Are0031,Sub0721,Are0128,Are0031,P1D
2024-12-31,2024-12-31,Lin1301,FLANDES - GUALANDAY 1 115 kV,Cia0017,2015-08-18,Uso STR,115.0,26.4,0.0031,0.0009,8534.36,30375.9,Are0031,Are0128,Sub0084,Are0128,Are0031,Sub0721,Are0128,Are0031,P1D
2024-12-31,2024-12-31,Lin1564,ALTAMIRA - SEGOVIANAS 1 115 kV,Cia0062,2023-04-28,Uso STR,115.0,39.316,0.0046,0.0013,8534.36,30375.9,Are0031,Are0128,Sub0002,Are0128,Are0031,Sub0826,Are0128,Are0031,P1D
2024-12-31,2024-12-31,Lin0877,EL BOTE - SUR 1 115 kV,Cia0062,1998-01-01,Uso STR,115.0,10.0,0.0012,0.0003,8534.36,30375.9,Are0031,Are0128,Sub0140,Are0128,Are0031,Sub0392,Are0128,Are0031,P1D
2024-12-31,2024-12-31,Lin0794,ARANJUEZ - TORCA 1 115 kV,Cia0013,1972-01-01,Uso STR,115.0,5.01,0.0006,0.0002,8534.36,30375.9,Are0017,Are0056,Sub0210,Are0056,Are0017,Sub0389,Are0056,Are0017,P1D
2024-12-31,2024-12-31,Lin0795,ARANJUEZ - USAQUEN 1 115 kV,Cia0013,2001-01-01,Uso STR,115.0,5.31,0.0006,0.0002,8534.36,30375.9,Are0017,Are0056,Sub0216,Are0056,Are0017,Sub0389,Are0056,Are0017,P1D
2024-12-31,2024-12-31,Lin1552,RIO (BOGOTA) - TECHO 1 115 kV,Cia0013,2022-12-11,Uso STR,115.0,19.06,0.0022,0.0006,8534.36,30375.9,Are0017,Are0056,Sub0202,Are0056,Are0017,Sub0822,Are0056,Are0017,P1D
2024-12-31,2024-12-31,Lin1551,NUEVA ESPERANZA - RIO (BOGOTA) 1 115 kV,Cia0013,2022-12-11,Uso STR,115.0,7.83,0.0009,0.0003,8534.36,30375.9,Are0017,Are0056,Sub0730,Are0056,Are0017,Sub0822,Are0056,Are0017,P1D
2024-12-31,2024-12-31,Lin0184,BACATA - SUBA 1 115 kV,Cia0013,2007-10-25,Uso STR,115.0,21.42,0.0025,0.0007,8534.36,30375.9,Are0017,Are0056,Sub0083,Are0056,Are0017,Sub0198,Are0056,Are0017,P1D
2024-12-31,2024-12-31,Lin0332,MORATO - SUBA 1 115 kV,Cia0013,2006-01-22,Uso STR,115.0,9.48,0.0011,0.0003,8534.36,30375.9,Are0017,Are0056,Sub0136,Are0056,Are0017,Sub0198,Are0056,Are0017,P1D
2024-12-31,2024-12-31,Lin0021,AUTOPISTA - SUBA 1 115 kV,Cia0013,1973-01-01,Uso STR,115.0,6.74,0.0008,0.0002,8534.36,30375.9,Are0017,Are0056,Sub0009,Are0056,Are0017,Sub0198,Are0056,Are0017,P1D
2024-12-31,2024-12-31,Lin0100,CARRERA QUINTA - CONCORDIA 1 115 kV,Cia0013,1978-01-01,Uso STR,115.0,3.99,0.0005,0.0001,8534.36,30375.9,Are0017,Are0056,Sub0038,Are0056,Are0017,Sub0063,Are0056,Are0017,P1D
2024-12-31,2024-12-31,Lin0143,CIRCO - CONCORDIA 1 115 kV,Cia0013,1962-01-01,Uso STR,115.0,1.31,0.0002,0.0,8534.36,30375.9,Are0017,Are0056,Sub0058,Are0056,Are0017,Sub0063,Are0056,Are0017,P1D
2024-12-31,2024-12-31,Lin0145,CIRCO - CONCORDIA 3 115 kV,Cia0013,1984-01-01,Uso STR,115.0,1.51,0.0002,0.0,8534.36,30375.9,Are0017,Are0056,Sub0058,Are0056,Are0017,Sub0063,Are0056,Are0017,P1D
2024-12-31,2024-12-31,Lin0144,CIRCO - CONCORDIA 2 115 kV,Cia0013,1962-01-01,Uso STR,115.0,1.31,0.0002,0.0,8534.36,30375.9,Are0017,Are0056,Sub0058,Are0056,Are0017,Sub0063,Are0056,Are0017,P1D
2024-12-31,2024-12-31,Lin1448,COMPARTIR - NUEVA ESPERANZA 1 115 KV,Cia0013,2020-04-07,Uso STR,115.0,10.59,0.0012,0.0003,8534.36,30375.9,Are0017,Are0056,Sub0730,Are0056,Are0017,Sub0778,Are0056,Are0017,P1D
2024-12-31,2024-12-31,Lin1447,BOSA - COMPARTIR 1 115 KV,Cia0013,2020-04-07,Uso STR,115.0,8.75,0.001,0.0003,8534.36,30375.9,Are0017,Are0056,Sub0024,Are0056,Are0017,Sub0778,Are0056,Are0017,P1D
2024-12-31,2024-12-31,Lin0032,BALSILLAS - FONTIBON 1 115 kV,Cia0013,1966-01-01,Uso STR,115.0,17.88,0.0021,0.0006,8534.36,30375.9,Are0017,Are0056,Sub0014,Are0056,Are0017,Sub0089,Are0056,Are0017,P1D
2024-12-31,2024-12-31,Lin1362,BALSILLAS - FONTIBON 2 115 kV,Cia0013,2018-01-25,Uso STR,115.0,17.52,0.0021,0.0006,8534.36,30375.9,Are0017,Are0056,Sub0014,Are0056,Are0017,Sub0089,Are0056,Are0017,P1D
2024-12-31,2024-12-31,Lin0031,BALSILLAS - COLEGIO 1 115 kV,Cia0013,1966-01-01,Uso STR,115.0,24.29,0.0028,0.0008,8534.36,30375.9,Are0017,Are0056,Sub0014,Are0056,Are0017,Sub0060,Are0056,Are0017,P1D
2024-12-31,2024-12-31,Lin0156,COLEGIO - USME 1 115 kV,Cia0013,1962-01-01,Uso STR,115.0,40.798,0.0048,0.0013,8534.36,30375.9,Are0017,Are0056,Sub0060,Are0056,Are0017,Sub0217,Are0056,Are0017,P1D
